,Date,MKTCap,Volume,Open_price,Close_price
398,2019-12-17,"124,984,942,946","22,208,927,989","6,901","6,627"
399,2019-12-16,"128,886,696,697","18,896,096,612","7,108","6,901"
400,2019-12-15,"128,114,177,662","19,497,758,114","7,081","7,108"
401,2019-12-14,"131,188,243,085","18,535,665,729","7,247","7,081"
402,2019-12-13,"130,489,545,692","19,829,801,018","7,200","7,247"
403,2019-12-12,"130,242,932,604","18,016,936,696","7,197","7,200"
404,2019-12-11,"130,970,047,495","19,546,221,322","7,233","7,197"
405,2019-12-10,"133,091,781,421","19,646,929,699","7,347","7,233"
406,2019-12-09,"135,886,870,643","17,330,633,418","7,508","7,347"
407,2019-12-08,"135,655,571,431","17,579,259,211","7,493","7,508"
408,2019-12-07,"135,763,797,983","20,930,338,572","7,530","7,493"
409,2019-12-06,"133,644,089,122","22,344,057,774","7,373","7,530"
410,2019-12-05,"130,707,605,072","24,794,733,347","7,209","7,373"
411,2019-12-04,"131,920,184,619","17,246,866,851","7,286","7,209"
412,2019-12-03,"132,186,853,223","19,403,364,523","7,308","7,286"
413,2019-12-02,"133,806,709,251","22,892,863,740","7,405","7,308"
414,2019-12-01,"136,619,988,248","19,070,509,165","7,556","7,405"
415,2019-11-30,"139,585,890,644","23,595,242,634","7,720","7,556"
416,2019-11-29,"134,540,136,589","22,282,583,661","7,438","7,720"
417,2019-11-28,"135,280,930,612","28,972,696,169","7,483","7,438"
418,2019-11-27,"129,550,686,419","25,650,766,568","7,157","7,483"
419,2019-11-26,"128,442,554,041","34,693,320,000","7,118","7,157"
420,2019-11-25,"126,056,411,448","25,073,885,715","6,935","7,118"
421,2019-11-24,"132,153,647,358","23,984,198,665","7,309","6,935"
422,2019-11-23,"131,796,120,680","39,111,609,334","7,293","7,309"
423,2019-11-22,"137,741,605,692","26,390,689,050","7,632","7,293"
424,2019-11-21,"146,173,851,046","23,442,272,035","8,095","7,632"
425,2019-11-20,"146,797,393,103","24,993,518,394","8,138","8,095"
426,2019-11-19,"148,089,631,527","25,563,738,776","8,202","8,138"
427,2019-11-18,"153,491,320,213","22,808,991,915","8,508","8,202"
428,2019-11-17,"153,343,011,226","21,153,024,163","8,496","8,508"
429,2019-11-16,"152,925,645,909","27,102,692,385","8,480","8,496"
430,2019-11-15,"156,230,551,241","24,149,531,742","8,652","8,480"
431,2019-11-14,"158,380,664,654","22,919,706,604","8,770","8,652"
432,2019-11-13,"158,722,325,408","25,677,565,876","8,806","8,770"
433,2019-11-12,"157,759,659,438","24,569,575,080","8,729","8,806"
434,2019-11-11,"162,996,713,001","24,973,742,613","9,043","8,729"
435,2019-11-10,"159,050,488,592","22,726,115,539","8,809","9,043"
436,2019-11-09,"158,619,022,798","30,263,888,375","8,795","8,809"
437,2019-11-08,"166,326,340,114","27,099,310,470","9,221","8,795"
438,2019-11-07,"168,462,131,862","28,787,468,130","9,340","9,221"
439,2019-11-06,"167,676,477,991","30,247,351,916","9,300","9,340"
440,2019-11-05,"169,099,256,442","30,915,689,706","9,378","9,300"
441,2019-11-04,"166,118,344,448","24,204,135,433","9,204","9,378"
442,2019-11-03,"167,702,162,283","24,723,381,192","9,302","9,204"
443,2019-11-02,"166,428,932,045","28,239,184,319","9,233","9,302"
444,2019-11-01,"165,197,797,837","30,452,200,168","9,151","9,233"
445,2019-10-31,"165,289,440,819","30,846,909,824","9,171","9,151"
446,2019-10-30,"169,552,821,617","32,395,177,165","9,407","9,171"
447,2019-10-29,"166,074,573,773","36,102,429,175","9,239","9,407"
448,2019-10-28,"171,191,596,562","38,396,780,064","9,502","9,239"
449,2019-10-27,"166,118,326,255","49,973,845,767","9,217","9,502"
450,2019-10-26,"155,391,555,503","33,573,878,836","8,652","9,217"
451,2019-10-25,"133,881,191,476","18,827,850,067","7,433","8,652"
452,2019-10-24,"134,533,554,377","23,372,887,463","7,468","7,433"
453,2019-10-23,"144,778,678,026","19,789,278,104","8,045","7,468"
454,2019-10-22,"147,972,317,569","17,608,633,116","8,220","8,045"
455,2019-10-21,"147,845,092,520","18,477,598,770","8,208","8,220"
456,2019-10-20,"143,016,860,664","16,704,267,725","7,949","8,208"
457,2019-10-19,"143,241,128,773","18,867,966,948","7,957","7,949"
458,2019-10-18,"145,395,122,717","17,154,383,747","8,079","7,957"
459,2019-10-17,"144,153,894,666","18,700,096,465","8,010","8,079"
460,2019-10-16,"147,132,917,996","17,879,549,109","8,175","8,010"
461,2019-10-15,"150,188,449,071","17,384,052,861","8,347","8,175"
462,2019-10-14,"149,295,847,367","17,006,193,532","8,289","8,347"
463,2019-10-13,"149,460,560,799","18,009,645,881","8,308","8,289"
464,2019-10-12,"148,684,409,190","22,522,161,254","8,277","8,308"
465,2019-10-11,"153,974,523,119","21,307,956,537","8,561","8,277"
466,2019-10-10,"154,173,400,068","21,622,617,283","8,573","8,561"
467,2019-10-09,"147,101,302,075","19,349,468,269","8,180","8,573"
468,2019-10-08,"147,113,201,630","21,702,135,919","8,182","8,180"
469,2019-10-07,"141,846,566,055","16,860,212,059","7,890","8,182"
470,2019-10-06,"146,326,858,013","16,751,341,178","8,140","7,890"
471,2019-10-05,"146,603,545,122","16,931,274,118","8,156","8,140"
472,2019-10-04,"146,959,035,400","17,383,555,314","8,176","8,156"
473,2019-10-03,"150,093,691,782","17,676,173,879","8,350","8,176"
474,2019-10-02,"150,346,803,071","17,832,872,037","8,366","8,350"
475,2019-10-01,"148,699,326,425","21,681,424,235","8,271","8,366"
476,2019-09-30,"144,886,125,388","16,673,592,220","8,064","8,271"
477,2019-09-29,"147,518,938,470","17,936,691,398","8,225","8,064"
478,2019-09-28,"147,034,755,882","19,755,414,533","8,183","8,225"
479,2019-09-27,"145,450,672,157","22,627,889,544","8,098","8,183"
480,2019-09-26,"151,968,918,856","25,000,732,108","8,446","8,098"
481,2019-09-25,"158,225,996,381","27,762,368,999","8,702","8,446"
482,2019-09-24,"174,073,117,683","17,797,331,462","9,699","8,702"
483,2019-09-23,"180,261,864,538","16,268,084,727","10,041","9,699"
484,2019-09-22,"179,541,584,401","15,973,816,316","9,997","10,041"
485,2019-09-21,"182,621,118,150","17,281,137,872","10,178","9,997"
486,2019-09-20,"183,793,185,093","23,532,550,738","10,253","10,178"
487,2019-09-19,"182,304,851,002","18,848,349,198","10,158","10,253"
488,2019-09-18,"183,148,194,810","17,279,102,873","10,203","10,158"
489,2019-09-17,"184,216,635,305","17,580,630,288","10,268","10,203"
490,2019-09-16,"184,860,740,268","13,781,855,194","10,305","10,268"
491,2019-09-15,"185,709,926,005","16,529,697,331","10,349","10,305"
492,2019-09-14,"185,791,118,117","16,650,634,276","10,355","10,349"
493,2019-09-13,"186,490,286,819","17,986,804,177","10,401","10,355"
494,2019-09-12,"182,006,412,816","19,989,784,061","10,150","10,401"
495,2019-09-11,"181,228,983,505","17,425,806,761","10,121","10,150"
496,2019-09-10,"185,101,736,449","21,012,460,994","10,321","10,121"
497,2019-09-09,"186,487,925,900","16,804,085,431","10,404","10,321"
498,2019-09-08,"187,490,153,206","18,658,457,494","10,461","10,404"
499,2019-09-07,"185,513,074,362","23,555,216,964","10,350","10,461"
500,2019-09-06,"189,354,988,380","18,952,591,605","10,570","10,350"
501,2019-09-05,"189,378,108,189","21,198,071,665","10,573","10,570"
502,2019-09-04,"190,297,653,629","23,588,848,898","10,620","10,573"
503,2019-09-03,"184,367,332,386","20,258,697,359","10,323","10,620"
504,2019-09-02,"174,169,160,999","15,003,447,441","9,729","10,323"
505,2019-09-01,"172,069,023,390","15,364,904,439","9,607","9,729"
506,2019-08-31,"171,703,455,568","16,388,578,394","9,588","9,607"
507,2019-08-30,"169,825,879,930","20,461,661,030","9,485","9,588"
508,2019-08-29,"174,174,790,993","22,948,105,442","9,753","9,485"
509,2019-08-28,"181,891,056,658","20,937,236,587","10,167","9,753"
510,2019-08-27,"184,989,701,186","23,392,461,463","10,334","10,167"
511,2019-08-26,"180,491,202,154","17,899,166,778","10,090","10,334"
512,2019-08-25,"181,764,456,091","21,187,546,608","10,145","10,090"
513,2019-08-24,"187,878,412,536","18,313,019,853","10,385","10,145"
514,2019-08-23,"181,311,699,890","20,144,228,964","10,127","10,385"
515,2019-08-22,"181,094,936,744","22,757,336,326","10,124","10,127"
516,2019-08-21,"192,182,485,884","19,460,170,323","10,743","10,124"
517,2019-08-20,"194,884,121,165","22,097,997,942","10,895","10,743"
518,2019-08-19,"184,381,498,344","19,708,814,223","10,309","10,895"
519,2019-08-18,"182,893,178,091","20,998,246,407","10,224","10,309"
520,2019-08-17,"184,635,409,004","28,168,163,141","10,324","10,224"
521,2019-08-16,"183,808,182,262","31,003,755,662","10,295","10,324"
522,2019-08-15,"178,691,691,521","26,620,934,498","10,016","10,295"
523,2019-08-14,"194,716,791,550","22,886,684,528","10,903","10,016"
524,2019-08-13,"203,438,784,511","19,933,740,546","11,381","10,903"
525,2019-08-12,"206,323,428,608","23,042,219,585","11,550","11,381"
526,2019-08-11,"202,567,916,483","24,949,094,387","11,327","11,550"
527,2019-08-10,"211,775,940,827","26,240,065,035","11,852","11,327"
528,2019-08-09,"214,023,992,148","26,678,574,728","12,024","11,852"
529,2019-08-08,"213,446,022,649","30,083,670,252","11,970","12,024"
530,2019-08-07,"204,493,918,414","31,588,470,768","11,510","11,970"
531,2019-08-06,"210,831,100,252","30,944,497,414","11,818","11,510"
532,2019-08-05,"195,575,205,442","23,160,251,365","10,951","11,818"
533,2019-08-04,"192,658,484,290","22,296,222,953","10,791","10,951"
534,2019-08-03,"187,993,708,173","24,128,945,575","10,529","10,791"
535,2019-08-02,"185,025,579,625","23,668,036,460","10,361","10,529"
536,2019-08-01,"179,525,433,372","22,957,330,876","10,063","10,361"
537,2019-07-31,"170,790,961,771","20,138,691,741","9,568","10,063"
538,2019-07-30,"169,247,002,246","18,424,113,910","9,510","9,568"
539,2019-07-29,"170,325,673,262","18,649,152,593","9,534","9,510"
540,2019-07-28,"168,472,890,624","21,257,664,351","9,447","9,534"
541,2019-07-27,"175,634,298,897","19,942,172,081","9,846","9,447"
542,2019-07-26,"176,569,486,288","21,622,492,404","9,878","9,846"
543,2019-07-25,"175,298,806,838","33,861,034,799","9,799","9,878"
544,2019-07-24,"177,060,329,754","22,986,552,398","9,936","9,799"
545,2019-07-23,"184,582,963,699","21,903,683,695","10,343","9,936"
546,2019-07-22,"189,302,289,398","22,814,710,058","10,607","10,343"
547,2019-07-21,"190,839,615,019","26,163,874,235","10,774","10,607"
548,2019-07-20,"187,718,958,961","28,858,600,368","10,536","10,774"
549,2019-07-19,"189,588,944,050","34,034,952,895","10,636","10,536"
550,2019-07-18,"172,236,725,014","33,328,381,505","9,657","10,636"
551,2019-07-17,"170,100,385,848","34,409,824,869","9,538","9,657"
552,2019-07-16,"195,225,460,386","37,553,147,017","10,911","9,538"
553,2019-07-15,"183,265,698,057","29,857,566,851","10,285","10,911"
554,2019-07-14,"202,979,011,731","28,485,045,772","11,418","10,285"
555,2019-07-13,"210,058,300,504","30,078,548,880","11,804","11,418"
556,2019-07-12,"202,244,103,401","37,061,858,273","11,385","11,804"
557,2019-07-11,"216,918,064,310","42,163,626,088","12,166","11,385"
558,2019-07-10,"223,082,925,043","35,885,342,263","12,544","12,166"
559,2019-07-09,"217,909,027,168","30,917,398,836","12,260","12,544"
560,2019-07-08,"203,441,013,270","25,828,700,447","11,436","12,260"
561,2019-07-07,"200,989,208,003","28,013,279,881","11,279","11,436"
562,2019-07-06,"195,514,947,598","31,349,147,297","10,987","11,279"
563,2019-07-05,"199,869,428,147","32,487,315,000","11,229","10,987"
564,2019-07-04,"213,139,916,542","39,944,515,602","11,975","11,229"
565,2019-07-03,"191,741,802,294","39,264,695,559","10,822","11,975"
566,2019-07-02,"189,075,622,551","37,463,414,437","10,639","10,822"
567,2019-07-01,"193,705,059,814","34,920,211,165","10,888","10,639"
568,2019-06-30,"213,020,899,675","37,724,824,507","11,972","10,888"
569,2019-06-29,"219,700,496,726","44,872,003,181","12,352","11,972"
570,2019-06-28,"198,805,331,512","49,628,524,363","11,178","12,352"
571,2019-06-27,"231,104,555,835","56,948,964,491","12,996","11,178"
572,2019-06-26,"209,906,767,119","33,544,426,408","11,808","12,996"
573,2019-06-25,"196,224,565,119","27,529,761,441","11,045","11,808"
574,2019-06-24,"193,006,026,351","29,108,428,088","10,846","11,045"
575,2019-06-23,"190,271,555,704","40,190,146,697","10,704","10,846"
576,2019-06-22,"179,686,819,951","28,580,960,083","10,118","10,704"
577,2019-06-21,"169,961,289,185","24,707,058,599","9,548","10,118"
578,2019-06-20,"164,856,060,873","22,298,101,529","9,285","9,548"
579,2019-06-19,"161,689,176,435","25,029,522,787","9,094","9,285"
580,2019-06-18,"165,478,791,606","27,464,356,714","9,312","9,094"
581,2019-06-17,"159,990,740,760","27,305,637,341","8,978","9,312"
582,2019-06-16,"156,571,955,413","21,892,878,337","8,818","8,978"
583,2019-06-15,"154,448,670,611","23,291,543,613","8,671","8,818"
584,2019-06-14,"145,982,200,974","22,919,390,184","8,227","8,671"
585,2019-06-13,"144,409,895,372","22,181,532,883","8,145","8,227"
586,2019-06-12,"140,220,553,938","21,017,248,550","7,897","8,145"
587,2019-06-11,"141,925,422,733","21,741,587,788","8,002","7,897"
588,2019-06-10,"136,055,336,062","20,152,037,018","7,668","8,002"
589,2019-06-09,"140,990,840,428","19,829,877,311","7,942","7,668"
590,2019-06-08,"142,810,130,543","23,629,265,497","8,036","7,942"
591,2019-06-07,"138,816,674,701","24,560,046,378","7,821","8,036"
592,2019-06-06,"138,590,833,268","24,641,673,547","7,812","7,821"
593,2019-06-05,"136,045,887,610","25,442,100,900","7,683","7,812"
594,2019-06-04,"145,118,113,642","24,486,741,553","8,173","7,683"
595,2019-06-03,"155,008,799,790","25,133,975,363","8,743","8,173"
596,2019-06-02,"151,754,429,106","26,683,797,990","8,554","8,743"
597,2019-06-01,"152,037,344,606","30,329,343,189","8,575","8,554"
598,2019-05-31,"147,528,939,419","33,295,240,431","8,310","8,575"
599,2019-05-30,"153,190,671,230","28,214,892,247","8,650","8,310"
600,2019-05-29,"154,706,420,285","27,335,990,651","8,726","8,650"
601,2019-05-28,"156,351,517,829","33,136,840,741","8,816","8,726"
602,2019-05-27,"152,778,982,388","29,224,396,883","8,631","8,816"
603,2019-05-26,"142,301,375,409","23,978,335,158","8,037","8,631"
604,2019-05-25,"141,356,836,449","27,368,459,147","7,977","8,037"
605,2019-05-24,"139,495,233,992","25,345,060,243","7,861","7,977"
606,2019-05-23,"135,913,068,221","24,589,881,451","7,665","7,861"
607,2019-05-22,"141,016,653,223","25,314,342,979","7,958","7,665"
608,2019-05-21,"141,109,768,386","28,621,475,468","7,976","7,958"
609,2019-05-20,"144,597,541,605","30,747,684,364","8,168","7,976"
610,2019-05-19,"129,270,047,520","22,478,772,524","7,300","8,168"
611,2019-05-18,"130,123,159,718","33,030,146,386","7,343","7,300"
612,2019-05-17,"139,525,363,820","35,026,947,534","7,875","7,343"
613,2019-05-16,"144,615,566,025","30,893,707,828","8,192","7,875"
614,2019-05-15,"141,341,132,029","35,426,123,185","7,990","8,192"
615,2019-05-14,"138,089,773,338","32,078,035,931","7,805","7,990"
616,2019-05-13,"122,826,926,577","31,545,333,637","6,953","7,805"
617,2019-05-12,"129,323,693,413","32,480,039,430","7,258","6,953"
618,2019-05-11,"112,684,642,519","20,801,839,693","6,370","7,258"
619,2019-05-10,"109,284,325,643","18,401,396,126","6,168","6,370"
620,2019-05-09,"105,271,848,240","16,672,412,472","5,957","6,168"
621,2019-05-08,"103,982,497,546","19,408,267,639","5,841","5,957"
622,2019-05-07,"101,101,531,131","16,811,224,132","5,715","5,841"
623,2019-05-06,"101,764,683,179","16,184,057,012","5,749","5,715"
624,2019-05-05,"102,653,043,813","19,242,843,060","5,803","5,749"
625,2019-05-04,"101,175,865,117","20,006,287,572","5,731","5,803"
626,2019-05-03,"96,389,607,752","16,512,618,031","5,450","5,731"
627,2019-05-02,"94,579,889,910","14,566,414,700","5,354","5,450"
628,2019-05-01,"93,534,079,556","16,794,865,767","5,292","5,354"
629,2019-04-30,"91,885,324,030","15,442,022,887","5,199","5,292"
630,2019-04-29,"92,775,167,509","15,573,084,969","5,257","5,199"
631,2019-04-28,"93,148,101,240","14,876,251,954","5,256","5,257"
632,2019-04-27,"93,049,690,718","19,632,024,918","5,295","5,256"
633,2019-04-26,"91,817,406,864","19,329,534,424","5,203","5,295"
634,2019-04-25,"96,218,396,013","20,538,511,242","5,452","5,203"
635,2019-04-24,"98,039,931,169","19,400,647,820","5,557","5,452"
636,2019-04-23,"94,990,455,843","17,199,396,917","5,380","5,557"
637,2019-04-22,"93,759,009,855","16,383,813,162","5,311","5,380"
638,2019-04-21,"93,900,276,129","14,990,889,922","5,307","5,311"
639,2019-04-20,"93,210,585,887","16,257,796,674","5,280","5,307"
640,2019-04-19,"93,215,173,177","15,343,841,014","5,274","5,280"
641,2019-04-18,"92,156,851,199","14,530,488,676","5,218","5,274"
642,2019-04-17,"91,835,875,598","13,646,324,290","5,213","5,218"
643,2019-04-16,"89,148,028,192","13,837,248,985","5,039","5,213"
644,2019-04-15,"90,952,758,268","12,373,544,681","5,149","5,039"
645,2019-04-14,"89,473,995,794","12,260,233,701","5,072","5,149"
646,2019-04-13,"89,668,931,908","15,595,642,634","5,082","5,072"
647,2019-04-12,"89,079,171,480","19,758,274,668","5,047","5,082"
648,2019-04-11,"93,646,653,914","19,407,452,727","5,308","5,047"
649,2019-04-10,"91,255,525,158","15,780,870,293","5,172","5,308"
650,2019-04-09,"92,817,357,385","21,960,916,923","5,266","5,172"
651,2019-04-08,"91,102,196,906","22,875,598,540","5,176","5,266"
652,2019-04-07,"88,955,701,285","19,652,913,084","5,041","5,176"
653,2019-04-06,"88,332,459,638","20,072,621,554","5,014","5,041"
654,2019-04-05,"86,482,892,583","23,773,239,681","4,899","5,014"
655,2019-04-04,"87,673,795,384","27,840,300,619","4,955","4,899"
656,2019-04-03,"86,200,568,433","24,241,877,355","4,862","4,955"
657,2019-04-02,"73,066,822,742","12,393,581,267","4,146","4,862"
658,2019-04-01,"72,310,769,858","9,729,996,888","4,103","4,146"
659,2019-03-31,"72,305,792,937","13,007,834,060","4,103","4,103"
660,2019-03-30,"72,303,023,146","16,340,416,942","4,103","4,103"
661,2019-03-29,"70,961,529,493","15,160,882,531","4,028","4,103"
662,2019-03-28,"71,134,892,682","16,215,886,403","4,036","4,028"
663,2019-03-27,"69,368,692,535","19,375,985,748","3,938","4,036"
664,2019-03-26,"69,206,266,249","10,661,215,003","3,927","3,938"
665,2019-03-25,"70,330,401,860","9,883,972,401","3,993","3,927"
666,2019-03-24,"70,485,598,084","9,206,940,725","4,008","3,993"
667,2019-03-23,"70,227,188,529","9,404,569,963","3,989","4,008"
668,2019-03-22,"70,175,421,257","9,845,582,434","3,983","3,989"
669,2019-03-21,"71,208,656,537","9,137,227,916","4,045","3,983"
670,2019-03-20,"70,618,508,802","7,503,839,511","4,013","4,045"
671,2019-03-19,"70,152,235,369","7,639,543,945","3,986","4,013"
672,2019-03-18,"70,051,219,293","6,533,306,537","3,980","3,986"
673,2019-03-17,"70,497,099,778","8,463,266,885","4,007","3,980"
674,2019-03-16,"69,031,558,676","8,157,372,615","3,925","4,007"
675,2019-03-15,"68,177,693,410","8,610,482,287","3,876","3,925"
676,2019-03-14,"67,968,370,344","7,240,802,847","3,865","3,876"
677,2019-03-13,"68,203,157,396","8,326,845,841","3,876","3,865"
678,2019-03-12,"67,983,966,610","6,459,945,402","3,860","3,876"
679,2019-03-11,"68,962,957,216","8,576,340,544","3,923","3,860"
680,2019-03-10,"69,292,799,411","8,968,209,822","3,941","3,923"
681,2019-03-09,"67,914,021,946","9,387,592,412","3,861","3,941"
682,2019-03-08,"68,020,879,276","6,098,011,810","3,871","3,861"
683,2019-03-07,"67,888,909,504","8,477,459,044","3,860","3,871"
684,2019-03-06,"67,733,767,403","9,088,065,055","3,852","3,860"
685,2019-03-05,"65,238,057,882","3,608,196,681","3,712","3,852"
686,2019-03-04,"66,885,712,070","6,749,676,087","3,806","3,712"
687,2019-03-03,"67,101,767,699","3,291,046,239","3,819","3,806"
688,2019-03-02,"67,085,713,234","5,524,886,886","3,815","3,819"
689,2019-03-01,"67,016,664,287","7,627,783,001","3,815","3,815"
690,2019-02-28,"67,155,912,259","7,731,184,276","3,813","3,815"
691,2019-02-27,"66,890,485,485","2,992,667,601","3,809","3,813"
692,2019-02-26,"67,154,603,800","9,049,456,994","3,824","3,809"
693,2019-02-25,"66,108,588,220","11,112,465,191","3,742","3,824"
694,2019-02-24,"72,266,544,792","8,493,566,415","4,115","3,742"
695,2019-02-23,"69,748,877,117","5,999,302,846","3,973","4,115"
696,2019-02-22,"69,059,468,753","6,838,246,918","3,934","3,973"
697,2019-02-21,"69,790,459,106","6,377,580,055","3,976","3,934"
698,2019-02-20,"68,719,418,872","5,969,708,630","3,915","3,976"
699,2019-02-19,"68,147,457,623","9,588,927,259","3,886","3,915"
700,2019-02-18,"64,383,522,064","4,945,386,865","3,665","3,886"
701,2019-02-17,"63,547,140,519","4,019,925,055","3,622","3,665"
702,2019-02-16,"63,165,603,232","4,506,367,417","3,601","3,622"
703,2019-02-15,"62,991,824,524","11,971,659,893","3,589","3,601"
704,2019-02-14,"63,267,872,021","5,635,612,273","3,610","3,589"
705,2019-02-13,"63,712,841,387","5,532,706,262","3,633","3,610"
706,2019-02-12,"63,670,312,531","5,446,022,476","3,631","3,633"
707,2019-02-11,"64,439,836,442","5,081,021,130","3,675","3,631"
708,2019-02-10,"64,286,029,202","4,883,557,857","3,667","3,675"
709,2019-02-09,"64,226,481,382","6,293,135,761","3,664","3,667"
710,2019-02-08,"59,482,397,753","3,297,274,818","3,394","3,664"
711,2019-02-07,"59,682,137,962","4,211,212,356","3,405","3,394"
712,2019-02-06,"60,825,168,549","3,653,777,872","3,469","3,405"
713,2019-02-05,"60,723,961,266","4,454,914,649","3,464","3,469"
714,2019-02-04,"60,524,138,032","2,375,918,195","3,454","3,464"
715,2019-02-03,"61,071,179,758","3,310,421,844","3,486","3,454"
716,2019-02-02,"60,678,990,333","3,765,731,026","3,464","3,486"
717,2019-02-01,"60,101,226,569","4,330,022,381","3,431","3,464"
718,2019-01-31,"60,555,372,964","4,973,814,467","3,457","3,431"
719,2019-01-30,"59,768,195,291","4,865,613,085","3,413","3,457"
720,2019-01-29,"60,087,154,448","3,445,780,458","3,432","3,413"
721,2019-01-28,"62,192,208,388","2,882,787,007","3,553","3,432"
722,2019-01-27,"62,374,968,461","2,548,165,746","3,563","3,553"
723,2019-01-26,"62,386,316,357","2,582,590,473","3,564","3,563"
724,2019-01-25,"62,397,665,388","2,514,079,888","3,565","3,564"
725,2019-01-24,"62,216,525,710","2,663,764,215","3,555","3,565"
726,2019-01-23,"62,482,350,134","2,718,371,972","3,571","3,555"
727,2019-01-22,"61,784,404,483","2,561,594,565","3,531","3,571"
728,2019-01-21,"61,969,431,897","2,940,644,469","3,539","3,531"
729,2019-01-20,"64,269,861,568","2,766,880,413","3,674","3,539"
730,2019-01-19,"62,898,826,372","2,649,449,860","3,597","3,674"
731,2019-01-18,"63,320,099,663","3,049,367,561","3,620","3,597"
732,2019-01-17,"62,969,304,894","2,753,646,524","3,597","3,620"
733,2019-01-16,"62,348,810,149","2,953,789,408","3,567","3,597"
734,2019-01-15,"63,758,350,561","3,101,461,658","3,648","3,567"
735,2019-01-14,"61,050,348,902","2,675,674,830","3,495","3,648"
736,2019-01-13,"62,924,488,426","2,456,062,890","3,598","3,495"
737,2019-01-12,"63,121,578,244","3,263,342,033","3,632","3,598"
738,2019-01-11,"63,326,376,681","4,144,535,970","3,623","3,632"
739,2019-01-10,"69,609,283,899","3,230,523,441","3,982","3,623"
740,2019-01-09,"69,418,693,910","3,482,430,798","3,973","3,982"
741,2019-01-08,"69,602,133,074","3,360,163,853","3,989","3,973"
742,2019-01-07,"70,084,169,300","3,435,733,236","4,013","3,989"
743,2019-01-06,"66,070,973,627","2,763,831,884","3,787","4,013"
744,2019-01-05,"66,650,769,533","2,950,054,796","3,815","3,787"
745,2019-01-04,"65,922,288,583","2,261,199,755","3,776","3,815"
746,2019-01-03,"67,643,304,990","3,263,469,039","3,872","3,776"
747,2019-01-02,"66,188,448,932","2,689,877,851","3,794","3,872"
748,2019-01-01,"64,422,635,600","2,991,427,568","3,692","3,794"
749,2018-12-31,"66,494,185,031","3,109,685,385","3,809","3,692"
750,2018-12-30,"66,838,758,054","3,031,003,209","3,778","3,809"
751,2018-12-29,"67,263,083,067","3,561,935,969","3,854","3,778"
752,2018-12-28,"62,808,667,854","3,386,167,814","3,587","3,854"
753,2018-12-27,"65,972,460,015","3,568,561,116","3,781","3,587"
754,2018-12-26,"65,350,104,373","4,189,084,247","3,759","3,781"
755,2018-12-25,"70,266,326,465","5,022,191,528","4,021","3,759"
756,2018-12-24,"68,680,118,909","3,514,437,243","3,941","4,021"
757,2018-12-23,"68,846,085,704","3,568,245,608","3,960","3,941"
758,2018-12-22,"67,118,181,897","4,813,606,169","3,846","3,960"
759,2018-12-21,"70,578,857,837","6,126,325,233","4,065","3,846"
760,2018-12-20,"64,363,548,271","4,721,562,504","3,687","4,065"
761,2018-12-19,"63,720,433,230","3,898,845,062","3,655","3,687"
762,2018-12-18,"61,143,447,505","3,421,249,875","3,506","3,655"
763,2018-12-17,"56,050,483,690","1,972,663,570","3,217","3,506"
764,2018-12-16,"56,171,263,934","2,103,029,920","3,221","3,217"
765,2018-12-15,"55,998,515,509","2,663,819,605","3,216","3,221"
766,2018-12-14,"57,318,285,688","2,620,531,733","3,294","3,216"
767,2018-12-13,"59,878,323,500","2,552,041,790","3,438","3,294"
768,2018-12-12,"58,852,767,064","2,720,740,077","3,378","3,438"
769,2018-12-11,"59,805,353,929","2,614,506,143","3,433","3,378"
770,2018-12-10,"61,832,986,280","2,938,443,354","3,550","3,433"
771,2018-12-09,"59,526,617,774","3,430,203,804","3,424","3,550"
772,2018-12-08,"59,348,913,270","5,243,194,484","3,408","3,424"
773,2018-12-07,"60,357,918,912","3,672,494,312","3,466","3,408"
774,2018-12-06,"65,355,774,058","3,020,004,368","3,751","3,466"
775,2018-12-05,"68,592,152,288","3,255,899,965","3,943","3,751"
776,2018-12-04,"67,489,136,960","3,128,854,933","3,878","3,943"
777,2018-12-03,"71,784,475,616","3,242,289,556","4,124","3,878"
778,2018-12-02,"73,075,855,208","3,183,894,471","4,189","4,124"
779,2018-12-01,"69,715,049,461","4,007,783,473","4,009","4,189"
780,2018-11-30,"74,400,715,840","4,313,265,392","4,279","4,009"
781,2018-11-29,"74,381,953,561","4,973,628,808","4,267","4,279"
782,2018-11-28,"66,811,830,848","4,050,028,039","3,832","4,267"
783,2018-11-27,"66,796,155,269","4,652,103,084","3,811","3,832"
784,2018-11-26,"70,327,984,591","5,226,773,378","4,039","3,811"
785,2018-11-25,"67,756,132,282","3,115,187,178","3,895","4,039"
786,2018-11-24,"76,120,308,176","3,520,222,576","4,376","3,895"
787,2018-11-23,"75,518,575,145","3,055,231,903","4,307","4,376"
788,2018-11-22,"80,360,705,527","4,321,511,764","4,613","4,307"
789,2018-11-21,"76,601,948,314","6,314,969,584","4,450","4,613"
790,2018-11-20,"85,228,342,224","6,126,269,575","4,889","4,450"
791,2018-11-19,"98,118,875,508","2,422,604,401","5,638","4,889"
792,2018-11-18,"97,299,989,131","2,525,819,291","5,599","5,638"
793,2018-11-17,"97,344,067,024","3,236,633,357","5,609","5,599"
794,2018-11-16,"98,829,079,081","4,981,978,553","5,686","5,609"
795,2018-11-15,"100,585,460,320","5,690,409,837","5,788","5,686"
796,2018-11-14,"111,126,759,495","2,890,964,719","6,394","5,788"
