,Unnamed: 0,Open_price,Close_price,Volume,cir_supply,mktcap,vol_change
134,134,444.25,445.17,6219944.0,12833089.233326592,5712906334.0,0
135,135,445.17,445.85,5292981.0,12841130.23438376,5725217915.0,0
136,136,445.85,444.21,2642092.0,12917241.680736588,5737967927.0,0
137,137,444.21,443.87,7828553.0,12855488.753463851,5706165793.0,1
138,138,443.87,483.42,11697296.0,11805424.829340946,5706978471.0,1
139,139,483.42,488.77,59415447.0,12715411.009268165,6214911439.0,1
140,140,488.77,522.61,20125942.0,12044205.830351504,6294422409.0,0
141,141,522.61,524.48,28758404.0,12806216.8242831,6716604600.0,1
142,142,524.48,523.11,30253344.0,12737214.656573188,6662964359.0,1
143,143,523.11,569.38,10236387.0,11816296.722751062,6727963028.0,0
144,144,569.38,579.62,43762385.0,12638231.565508436,7325371780.0,1
145,145,579.62,569.48,26174592.0,13133622.318606447,7479335238.0,0
146,146,569.48,571.55,33059214.0,12816284.662759164,7325147499.0,1
147,147,571.55,565.26,15739188.0,13095221.843045678,7402205099.0,0
148,148,565.26,621.15,14362991.0,11736715.385977622,7290260762.0,0
149,149,621.15,620.5,42271700.0,12728054.64625302,7897757908.0,1
150,150,620.5,640.16,18656368.0,12508199.006498376,8007248676.0,0
151,151,640.16,656.41,53565200.0,12330899.25656221,8094125581.0,1
152,152,656.41,667.37,41153744.0,12717963.098431155,8487587033.0,0
153,153,667.37,641.18,37419432.0,13382060.906453729,8580309812.0,0
154,154,641.18,658.1,43722722.0,12534847.40464975,8249183077.0,1
155,155,658.1,648.63,24809750.0,13071477.304472504,8478552324.0,0
156,156,648.63,651.71,14032413.0,12903520.381764894,8409353268.0,0
157,157,651.71,649.9,12954147.0,12968466.82412679,8428206589.0,0
158,158,649.9,643.91,6819174.0,13115947.270581294,8445489607.0,0
159,159,643.91,649.06,15165258.0,12772718.665454658,8290260777.0,1
160,160,649.06,630.04,13698528.0,13268194.582883628,8359493315.0,0
161,161,630.04,567.18,20706209.0,14310762.997637436,8116778557.0,1
162,162,567.18,594.68,41032286.0,12291168.088719985,7309311839.0,1
163,163,594.68,570.0,37950646.0,13449701.803508772,7666330028.0,0
164,164,570.0,583.41,33752602.0,12599480.30715963,7350662806.0,0
165,165,583.41,592.52,19377537.0,12702277.781340716,7526353631.0,0
166,166,592.52,607.16,25803391.0,12594075.251992883,7646618730.0,1
167,167,607.16,604.19,14064825.0,12973324.512156771,7838352937.0,0
168,168,604.19,593.39,14955836.0,13148863.187785435,7802403927.0,1
169,169,593.39,590.06,11266428.0,12990790.012880048,7665345555.0,0
170,170,590.06,591.26,14899961.0,12896413.17017894,7625133251.0,1
171,171,591.26,595.04,8305000.0,12845206.816348482,7643411864.0,0
172,172,595.04,586.15,9952321.0,13127403.95973727,7694627831.0,1
173,173,586.15,582.41,11249421.0,13019409.374839032,7582634214.0,1
174,174,582.41,561.47,11613406.0,13423775.223965662,7537047075.0,1
175,175,561.47,579.59,18237241.0,12541083.001777118,7268686297.0,1
176,176,579.59,598.24,12733877.0,12546215.17284033,7505647765.0,0
177,177,598.24,594.87,19906419.0,13028068.130852118,7750006889.0,1
178,178,594.87,598.49,13624207.0,12881100.858828053,7709210053.0,0
179,179,598.49,637.75,8878656.0,12165406.6875735,7758488115.0,0
180,180,637.75,643.94,47015974.0,12842230.005901167,8269625590.0,1
181,181,643.94,648.11,38496542.0,12886474.592276,8351853048.0,0
182,182,648.11,640.28,25992122.0,13132077.292746924,8408206449.0,0
183,183,640.28,627.13,18539084.0,13249136.316234274,8308930858.0,0
184,184,627.13,627.58,22418157.0,12971767.210554829,8140821666.0,1
185,185,627.58,631.0,9292052.0,12914499.275752774,8149049043.0,0
186,186,631.0,619.5,11187211.0,13229535.263922518,8195697096.0,1
187,187,619.5,620.05,18525911.0,12980495.89065398,8048556477.0,1
188,188,620.05,620.16,9269840.0,12993542.480972651,8058075305.0,0
189,189,620.16,615.13,9329941.0,13102975.748215824,8060033472.0,1
190,190,615.13,630.84,15009204.0,12672987.729059666,7994627579.0,1
191,191,630.84,633.64,15836827.0,12939166.15901774,8198773245.0,1
192,192,633.64,627.46,13267458.0,13124686.71787843,8235215928.0,0
193,193,627.46,618.21,11435029.0,13191212.647805762,8154939571.0,0
194,194,618.21,618.95,2646077079.0,12981057.06115195,8034625268.0,1
195,195,618.95,614.15,10776372.0,13098330.956606694,8044339957.0,0
196,196,614.15,622.9,13679053.0,12814080.611655165,7981890813.0,1
197,197,622.9,627.02,14637445.0,12911198.122866897,8095579447.0,1
198,198,627.02,626.18,14086518.0,13052561.180491231,8173252760.0,0
199,199,626.18,620.51,7640657.0,13158673.479879454,8165088481.0,0
200,200,620.51,619.91,4767570.0,13056104.43290155,8093609699.0,0
201,201,619.91,619.01,8225444.0,13066144.480703058,8088074095.0,1
202,202,619.01,617.94,7698581.0,13073420.26895815,8078589321.0,0
203,203,617.94,599.81,9043046.0,13449142.838565549,8066930366.0,1
204,204,599.81,600.1,24703385.0,13051663.572737876,7832303310.0,1
205,205,600.1,593.78,20256797.0,13199632.431203475,7837677745.0,0
206,206,593.78,590.38,11443452.0,13140734.171211762,7758026640.0,0
207,207,590.38,585.28,9300141.0,13183257.05474303,7715896689.0,0
208,208,585.28,581.71,23117898.0,13153228.213370925,7651364384.0,1
209,209,581.71,560.79,11790372.0,13564816.04700512,7607013191.0,0
210,210,560.79,583.18,18397949.0,12578931.19448541,7335781094.0,1
211,211,583.18,593.87,23252091.0,12849361.604391534,7630850376.0,1
212,212,593.87,588.23,22927177.0,13214297.982081838,7773046502.0,0
213,213,588.23,585.57,9260583.0,13152466.550540498,7701689838.0,0
214,214,585.57,586.37,9179432.0,13079003.032215154,7669135008.0,0
215,215,586.37,582.42,11325983.0,13188865.602142785,7681459104.0,1
216,216,582.42,583.32,13046784.0,13083251.86175684,7631722476.0,1
217,217,583.32,587.2,12769922.0,13020977.271798365,7645917854.0,0
218,218,587.2,590.91,11942668.0,13029275.016499976,7699128900.0,0
219,219,590.91,588.11,12277589.0,13177756.6084576,7749970439.0,1
220,220,588.11,588.5,7934876.0,13111307.520815631,7716004476.0,0
221,221,588.5,573.41,8504717.0,13469616.41059626,7723612746.0,1
222,222,573.41,567.4,16394405.0,13267928.51956292,7528222642.0,1
223,223,567.4,543.67,15825348.0,13706622.482388215,7451879445.0,0
224,224,543.67,503.71,36644670.0,14179083.90939231,7142146356.0,1
225,225,503.71,492.28,46265625.0,13446491.476395547,6619438824.0,1
226,226,492.28,521.05,31123413.0,12418952.351981577,6470895123.0,0
227,227,521.05,494.78,27941383.0,13847591.5518008,6851511348.0,0
228,228,494.78,459.89,28596112.0,14151762.952010265,6508254264.0,1
229,229,459.89,484.15,60758485.0,12499213.79531137,6051494359.0,1
230,230,484.15,514.19,45173284.0,12394496.05593263,6373125927.0,0
231,231,514.19,515.61,55122051.0,13131241.682667132,6770599524.0,1
232,232,515.61,515.83,47111104.0,13165904.654634278,6791368598.0,0
233,233,515.83,496.57,34159958.0,13686531.602795174,6796320998.0,0
234,234,496.57,508.11,23986342.0,12880336.566885125,6544627813.0,0
235,235,508.11,500.39,18509793.0,13386842.392933512,6698642065.0,0
236,236,500.39,510.64,15737843.0,12921958.800720664,6598469042.0,0
237,237,510.64,510.45,21288944.0,13195978.98912724,6735887475.0,1
238,238,510.45,506.92,21505989.0,13287065.613903577,6735479301.0,1
239,239,506.92,508.1,18467248.0,13168765.770517614,6691049888.0,0
240,240,508.1,501.53,16001724.0,13376747.219508303,6708840033.0,0
241,241,501.53,480.03,10747409.0,13799780.317896798,6624308546.0,0
242,242,480.03,475.82,43358430.0,13329779.12025556,6342575501.0,1
243,243,475.82,474.69,19343752.0,13248037.070509177,6288710717.0,0
244,244,474.69,474.73,21083352.0,13219066.91803762,6275487638.0,1
245,245,474.73,489.55,14233664.0,12824010.250229802,6277994218.0,0
246,246,489.55,480.24,23597497.0,13484753.269198734,6475917910.0,1
247,247,480.24,482.36,14058803.0,13173962.957127456,6354592772.0,0
248,248,482.36,480.6,9776901.0,13284864.916770702,6384706079.0,0
249,249,480.6,471.13,7748654.0,13506533.856897248,6363333296.0,0
250,250,471.13,471.75,27618107.0,13226503.563328031,6239603056.0,1
251,251,471.75,477.11,20218609.0,13098877.912850283,6249605641.0,0
252,252,477.11,476.38,20792329.0,13272012.326294135,6322521232.0,1
253,253,476.38,473.69,14579193.0,13330982.19299542,6314752955.0,0
254,254,473.69,476.0,13395857.0,13195207.17857143,6280918617.0,0
255,255,476.0,474.8,14007703.0,13297734.92628475,6313764543.0,1
256,256,474.8,473.03,11468703.0,13316301.938566266,6299010306.0,0
257,257,473.03,462.59,12723497.0,13571593.071618496,6278083239.0,1
258,258,462.59,454.62,16956833.0,13509096.042848973,6141505243.0,1
259,259,454.62,423.57,23179363.0,14254635.495903865,6037835957.0,1
260,260,423.57,393.26,48338348.0,14309239.762498094,5627251629.0,1
261,261,393.26,408.5,47766762.0,12793883.280293755,5226301320.0,0
262,262,408.5,396.62,47847915.0,13692434.84947809,5430693510.0,1
263,263,396.62,398.31,32843840.0,13241726.92877407,5274312253.0,0
264,264,398.31,433.75,24225299.0,12215484.412680116,5298466364.0,0
265,265,433.75,420.92,57448184.0,13711773.876271024,5771559860.0,1
266,266,420.92,407.98,32689372.0,13732104.892396685,5602424154.0,0
267,267,407.98,402.88,30733510.0,13482837.140091345,5431965427.0,0
268,268,402.88,398.01,23707503.0,13480754.915705636,5365475264.0,0
269,269,398.01,375.99,16698720.0,14101087.417218544,5301867858.0,0
270,270,375.99,373.09,29504745.0,13427926.685250208,5009825167.0,1
271,271,373.09,387.35,37668363.0,12836985.34400413,4972406273.0,1
272,272,387.35,380.89,34519039.0,13557753.133450603,5164012591.0,0
273,273,380.89,371.84,26019381.0,13660193.169104991,5079406228.0,0
274,274,371.84,356.19,19867285.0,13924996.830343356,4959944621.0,0
275,275,356.19,327.88,29080111.0,14494634.29913383,4752500694.0,1
276,276,327.88,325.11,44971219.0,13460217.69862508,4376051376.0,1
277,277,325.11,328.73,81809697.0,13203606.893195022,4340421694.0,1
278,278,328.73,331.72,75997580.0,13234276.18171952,4390074095.0,0
279,279,331.72,353.39,43924704.0,12539120.215625796,4431199693.0,0
280,280,353.39,358.4,50777427.0,13174923.267299108,4721892499.0,1
281,281,358.4,357.55,80036548.0,13396861.23339393,4790047734.0,1
282,282,357.55,359.52,42046081.0,13296129.022029374,4780224306.0,0
283,283,359.52,374.17,32266988.0,12848983.659833765,4807704216.0,0
284,284,374.17,387.04,30739066.0,12931637.344977263,5005060918.0,0
285,285,387.04,398.29,55435748.0,13002371.658841548,5178714608.0,1
286,286,398.29,392.19,71417120.0,13591850.302149467,5330587770.0,1
287,287,392.19,379.39,49257724.0,13839069.047681805,5250404406.0,0
288,288,379.39,380.29,48941849.0,13359553.964080043,5080504777.0,0
289,289,380.29,389.12,38063636.0,13090757.164884867,5093875428.0,0
290,290,389.12,386.95,43799624.0,13473761.53249774,5213672025.0,1
291,291,386.95,379.77,32870166.0,13655306.066829924,5185875585.0,0
292,292,379.77,382.41,32186402.0,13312904.333045684,5090987746.0,0
293,293,382.41,379.44,33195458.0,13514443.624815518,5127920489.0,1
294,294,379.44,356.2,22279086.0,14288588.032004492,5089595057.0,0
295,295,356.2,354.32,48354309.0,13488189.771957552,4779135400.0,1
296,296,354.32,347.03,32650701.0,13702887.02129499,4755312883.0,0
297,297,347.03,350.19,35098508.0,13303628.387446815,4658797625.0,1
298,298,350.19,348.29,27618301.0,13501281.894398345,4702361471.0,0
299,299,348.29,351.56,40322147.0,13307187.43884401,4678274816.0,1
300,300,351.56,333.15,26517269.0,14178157.025363952,4723453013.0,0
301,301,333.15,343.67,43376134.0,13027766.575493932,4477252539.0,1
302,302,343.67,336.59,59854847.0,13726304.985293685,4620136995.0,1
303,303,336.59,323.98,30524274.0,13971600.858077658,4526519246.0,0
304,304,323.98,323.98,38569973.0,13452221.368603,4358250679.0,1
305,305,323.98,324.0,28711351.0,13455577.027777778,4359606957.0,0
306,306,324.0,328.01,40772300.0,13295638.236639127,4361102298.0,1
307,307,328.01,337.59,35073798.0,13082414.633134868,4416492356.0,0
308,308,337.59,347.82,44434915.0,13071961.603703065,4546689685.0,1
309,309,347.82,341.23,43131103.0,13731906.84875304,4685738574.0,0
310,310,341.23,344.18,40263476.0,13360066.74705096,4598267773.0,0
311,311,344.18,363.42,30212776.0,12765717.28853668,4639316977.0,0
312,312,363.42,363.76,51466026.0,13470675.613041569,4900092961.0,1
313,313,363.76,366.15,62274661.0,13399000.382356958,4906043990.0,1
314,314,366.15,418.58,45679774.0,11800329.227387836,4939381808.0,0
315,315,418.58,414.71,234617999.0,13619565.496370958,5648170007.0,1
316,316,414.71,395.25,338849744.0,14161724.483238457,5597421602.0,1
317,317,395.25,377.33,263499969.0,14142057.36888135,5336222507.0,0
318,318,377.33,387.62,99179350.0,13146007.909808576,5095655586.0,0
319,319,387.62,384.9,95731301.0,13604001.75630034,5236180276.0,0
320,320,384.9,374.87,152824089.0,13873577.626910662,5200788045.0,1
321,321,374.87,376.79,109440633.0,13446916.61933703,5066663713.0,0
322,322,376.79,355.39,84367865.0,14333386.76665072,5093942323.0,0
323,323,355.39,349.39,93722502.0,13754902.767680816,4805825478.0,1
324,324,349.39,351.55,100624478.0,13442752.794766037,4725799745.0,1
325,325,351.55,366.78,68856355.0,12968042.88129124,4756418768.0,0
326,326,366.78,377.74,71063869.0,13140769.547837136,4963794289.0,1
327,327,377.74,375.25,116848548.0,13626987.786808794,5113527167.0,1
328,328,375.25,365.77,115570302.0,13891239.407277798,5080998638.0,0
329,329,365.77,368.45,92282204.0,13445114.417152938,4953852407.0,0
330,330,368.45,376.95,70974036.0,13241622.321262768,4991429534.0,0
331,331,376.95,374.96,91254233.0,13622979.584489012,5108072425.0,1
332,332,374.96,376.47,100952561.0,13500836.584588412,5082659949.0,1
333,333,376.47,379.49,74926944.0,13451069.069013676,5104546201.0,0
334,334,379.49,381.38,64120831.0,13494929.542713303,5146696229.0,0
335,335,381.38,374.1,66841251.0,13829802.368350709,5173729066.0,1
336,336,374.1,368.23,74772913.0,13785314.061863508,5076166197.0,1
337,337,368.23,376.38,62639548.0,13278540.955948776,4997777245.0,0
338,338,376.38,373.67,57857463.0,13674850.175288357,5109881265.0,0
339,339,373.67,374.45,48428934.0,13551523.845640272,5074368104.0,0
340,340,374.45,361.43,38514375.0,14072181.230113717,5086108462.0,0
341,341,361.43,350.93,66593742.0,13993671.6923603,4910799207.0,1
342,342,350.93,346.98,88924870.0,13745084.55242377,4769269438.0,1
343,343,346.98,346.91,59696951.0,13596913.02931596,4716905099.0,0
344,344,346.91,351.5,118502899.0,13420122.850640114,4717173182.0,1
345,345,351.5,347.48,50698218.0,13758478.982963048,4780796277.0,0
346,346,347.48,350.13,38735004.0,13502209.199440207,4727528507.0,0
347,347,350.13,344.62,44354135.0,13825971.072485637,4764706151.0,1
348,348,344.62,328.53,30644201.0,14278607.956655404,4690951072.0,0
349,349,328.53,318.83,71798679.0,14030008.24891008,4473187530.0,1
350,350,318.83,309.77,76239460.0,14017002.279110309,4342046796.0,1
351,351,309.77,317.54,90976236.0,13288634.625558984,4219673039.0,1
352,352,317.54,328.77,60607669.0,13159868.06582109,4326569824.0,0
353,353,328.77,319.5,64328494.0,14022391.179968702,4480153982.0,1
354,354,319.5,329.89,58024786.0,13197708.93934342,4353792202.0,0
355,355,329.89,333.97,51126867.0,13469126.747911489,4498284260.0,0
356,356,333.97,322.19,58571793.0,14138657.630590646,4555334102.0,1
357,357,322.19,318.17,37974792.0,13816306.967973096,4395934388.0,0
358,358,318.17,327.72,75362825.0,13249829.482485048,4342234118.0,1
359,359,327.72,314.57,93256490.0,14222095.603522267,4473844614.0,1
360,360,314.57,316.49,145862961.0,13572422.948592372,4295536139.0,1
361,361,316.49,312.63,67051620.0,13827107.401720883,4322768587.0,0
362,362,312.63,310.08,99471184.0,13775946.09133127,4271645364.0,1
363,363,310.08,317.38,71609763.0,13353068.81656059,4237996981.0,0
364,364,317.38,313.99,71036111.0,13818732.60294914,4338943850.0,0
365,365,313.99,314.45,46999364.0,13655456.660836382,4293958347.0,0
366,366,314.45,286.57,38855906.0,15010113.881425131,4301448335.0,0
367,367,286.57,260.94,118778941.0,15027815.25254848,3921358112.0,1
368,368,260.94,273.22,205500149.0,13072395.069907034,3571639781.0,1
369,369,273.22,285.37,155038125.0,13108877.692119002,3740880427.0,0
370,370,285.37,295.87,97002896.0,13209883.465711292,3908408221.0,0
371,371,295.87,284.45,110674233.0,14249389.143962031,4053238742.0,1
372,372,284.45,289.57,86570544.0,13460731.988810996,3897824162.0,0
373,373,289.57,274.53,83478400.0,14457409.441591084,3968992614.0,0
374,374,274.53,267.18,92683836.0,14087540.983606556,3763909200.0,1
375,375,267.18,268.35,73256738.0,13654561.035960495,3664201454.0,0
376,376,268.35,221.44,78982215.0,16623712.31033237,3681154854.0,1
377,377,221.44,172.15,215752220.0,17648860.813244265,3038251389.0,1
378,378,172.15,210.56,236006921.0,11220742.54369301,2362639550.0,1
379,379,210.56,205.82,257637517.0,14043931.216597026,2890521923.0,1
380,380,205.82,199.49,176217465.0,14167066.675021304,2826188131.0,0
381,381,199.49,208.99,106431481.0,13110767.816641944,2740019366.0,0
382,382,208.99,214.55,118664233.0,13382857.93055232,2871292169.0,1
383,383,214.55,210.51,105545327.0,14005887.126502303,2948379299.0,0
384,384,210.51,224.05,94312138.0,12915093.01048873,2893626589.0,0
385,385,224.05,232.04,99166469.0,13275425.301672123,3080429687.0,1
386,386,232.04,232.9,151229886.0,13702028.072133962,3191202338.0,1
387,387,232.9,248.1,126038219.0,12912884.578798871,3203686664.0,0
388,388,248.1,253.84,134933345.0,13447533.296564763,3413521852.0,1
389,389,253.84,271.29,142426845.0,12876717.151387813,3493324596.0,1
390,390,271.29,259.24,401755947.0,14404938.786452709,3734336331.0,1
391,391,259.24,232.53,339951745.0,15347387.44248054,3568728002.0,0
392,392,232.53,228.64,161971566.0,14011599.7113366,3203612158.0,0
393,393,228.64,218.02,105832533.0,14451446.72048436,3150704414.0,0
394,394,218.02,226.27,92459196.0,13282106.240332346,3005342179.0,0
395,395,226.27,240.02,100844154.0,12998488.171819014,3119897131.0,1
396,396,240.02,226.01,108043831.0,14647432.39237202,3310466195.0,1
